position,factoid_type,factoid_text,tags
TE,star_threshold,"[TE] Insight: TE recruits who were 2-star prospects saw an average career success score of 31.63, which is 17.0% lower than the position average.",2-star|star_threshold|te
TE,star_threshold,"[TE] Insight: TE recruits who were 3-star prospects saw an average elite rate (>=80) of 1.4%, which is 25.3% lower than the position average.",3-star|elite|ge_80|star_threshold|te|threshold
TE,star_threshold,"[TE] Insight: TE recruits who were 2-star prospects saw an average elite rate (>=80) of 0.6%, which is 69.5% lower than the position average.",2-star|elite|ge_80|star_threshold|te|threshold
TE,state_analysis,"[TE] Insight: TE recruits who were from TN saw an average elite rate (>=80) of 5.9%, which is 204.6% higher than the position average.",elite|ge_80|state|state_analysis|te|threshold|tn
TE,state_analysis,"[TE] Insight: TE recruits who were from IN saw an average elite rate (>=80) of 2.9%, which is 48.0% higher than the position average.",elite|ge_80|in|state|state_analysis|te|threshold
TE,state_analysis,"[TE] Insight: TE recruits who were from AL saw an average multi-year starter rate (>=50) of 56.7%, which is 21.6% higher than the position average.",al|ge_50|multi-year_starter|state|state_analysis|te|threshold
TE,state_analysis,"[TE] Insight: TE recruits who were from IL saw an average elite rate (>=80) of 2.2%, which is 15.1% higher than the position average.",elite|ge_80|il|state|state_analysis|te|threshold
TE,state_analysis,"[TE] Insight: TE recruits who were from MI saw an average contributor rate (>=20) of 58.1%, which is 16.1% lower than the position average.",contributor|ge_20|mi|state|state_analysis|te|threshold
TE,state_analysis,"[TE] Insight: TE recruits who were from MI saw an average career success score of 31.36, which is 17.7% lower than the position average.",mi|state|state_analysis|te
TE,state_analysis,"[TE] Insight: TE recruits who were from IN saw an average multi-year starter rate (>=50) of 37.1%, which is 20.3% lower than the position average.",ge_50|in|multi-year_starter|state|state_analysis|te|threshold
TE,state_analysis,"[TE] Insight: TE recruits who were from TN saw an average multi-year starter rate (>=50) of 32.4%, which is 30.6% lower than the position average.",ge_50|multi-year_starter|state|state_analysis|te|threshold|tn
TE,state_analysis,"[TE] Insight: TE recruits who were from OH saw an average elite rate (>=80) of 1.3%, which is 32.7% lower than the position average.",elite|ge_80|oh|state|state_analysis|te|threshold
TE,state_analysis,"[TE] Insight: TE recruits who were from TX saw an average elite rate (>=80) of 1.2%, which is 39.1% lower than the position average.",elite|ge_80|state|state_analysis|te|threshold|tx
TE,state_analysis,"[TE] Insight: TE recruits who were from FL saw an average elite rate (>=80) of 1.1%, which is 44.9% lower than the position average.",elite|fl|ge_80|state|state_analysis|te|threshold
TE,state_analysis,"[TE] Insight: TE recruits who were from CA saw an average elite rate (>=80) of 1.0%, which is 47.7% lower than the position average.",ca|elite|ge_80|state|state_analysis|te|threshold
TE,state_analysis,"[TE] Insight: TE recruits who were from NC saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",elite|ge_80|nc|state|state_analysis|te|threshold
TE,state_analysis,"[TE] Insight: TE recruits who were from MI saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",elite|ge_80|mi|state|state_analysis|te|threshold
TE,state_analysis,"[TE] Insight: TE recruits who were from AL saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",al|elite|ge_80|state|state_analysis|te|threshold
WR,biometric_threshold,"[WR] Insight: WR recruits who were above weight_lbs 200 saw an average elite rate (>=80) of 3.7%, which is 114.1% higher than the position average.",200|above|biometric_threshold|elite|ge_80|threshold|weight_lbs|wr
WR,biometric_threshold,"[WR] Insight: WR recruits who were above weight_lbs 200 saw an average multi-year starter rate (>=50) of 56.6%, which is 25.6% higher than the position average.",200|above|biometric_threshold|ge_50|multi-year_starter|threshold|weight_lbs|wr
WR,prestige_lift,"[WR] Insight: WR recruits who had flag_all_american_bowl saw an average elite rate (>=80) of 7.5%, which is 328.7% higher than the position average.",elite|flag_all_american_bowl|ge_80|has_flag|prestige_lift|threshold|wr
WR,prestige_lift,"[WR] Insight: WR recruits who had flag_all_american_bowl saw an average multi-year starter rate (>=50) of 85.0%, which is 88.8% higher than the position average.",flag_all_american_bowl|ge_50|has_flag|multi-year_starter|prestige_lift|threshold|wr
WR,prestige_lift,"[WR] Insight: WR recruits who had flag_all_american_bowl saw an average career success score of 61.17, which is 53.9% higher than the position average.",flag_all_american_bowl|has_flag|prestige_lift|wr
WR,prestige_lift,"[WR] Insight: WR recruits who had flag_all_american_bowl saw an average contributor rate (>=20) of 97.5%, which is 31.8% higher than the position average.",contributor|flag_all_american_bowl|ge_20|has_flag|prestige_lift|threshold|wr
WR,skill_influence,"[WR] Insight: WR recruits who had skill_Route Running ratings of 9 or 10 saw an average elite rate (>=80) of 5.5%, which is 214.1% higher than the position average.",elite|ge_80|rating_9_or_10|skill_influence|skill_route_running|threshold|wr
WR,skill_influence,"[WR] Insight: WR recruits who had skill_Route Running ratings of 9 or 10 saw an average multi-year starter rate (>=50) of 72.5%, which is 61.1% higher than the position average.",ge_50|multi-year_starter|rating_9_or_10|skill_influence|skill_route_running|threshold|wr
WR,skill_influence,"[WR] Insight: WR recruits who had skill_Route Running ratings of 9 or 10 saw an average career success score of 56.57, which is 42.4% higher than the position average.",rating_9_or_10|skill_influence|skill_route_running|wr
WR,skill_influence,"[WR] Insight: WR recruits who had skill_Route Running ratings of 9 or 10 saw an average contributor rate (>=20) of 92.3%, which is 24.8% higher than the position average.",contributor|ge_20|rating_9_or_10|skill_influence|skill_route_running|threshold|wr
WR,star_threshold,"[WR] Insight: WR recruits who were 5-star prospects saw an average elite rate (>=80) of 15.2%, which is 769.8% higher than the position average.",5-star|elite|ge_80|star_threshold|threshold|wr
WR,star_threshold,"[WR] Insight: WR recruits who were 4-star prospects saw an average elite rate (>=80) of 4.4%, which is 150.7% higher than the position average.",4-star|elite|ge_80|star_threshold|threshold|wr
WR,star_threshold,"[WR] Insight: WR recruits who were 5-star prospects saw an average multi-year starter rate (>=50) of 78.3%, which is 73.8% higher than the position average.",5-star|ge_50|multi-year_starter|star_threshold|threshold|wr
WR,star_threshold,"[WR] Insight: WR recruits who were 5-star prospects saw an average career success score of 64.46, which is 62.2% higher than the position average.",5-star|star_threshold|wr
WR,star_threshold,"[WR] Insight: WR recruits who were 4-star prospects saw an average multi-year starter rate (>=50) of 64.4%, which is 43.0% higher than the position average.",4-star|ge_50|multi-year_starter|star_threshold|threshold|wr
WR,star_threshold,"[WR] Insight: WR recruits who were 5-star prospects saw an average contributor rate (>=20) of 97.8%, which is 32.3% higher than the position average.",5-star|contributor|ge_20|star_threshold|threshold|wr
WR,star_threshold,"[WR] Insight: WR recruits who were 4-star prospects saw an average career success score of 52.34, which is 31.7% higher than the position average.",4-star|star_threshold|wr
WR,star_threshold,"[WR] Insight: WR recruits who were 4-star prospects saw an average contributor rate (>=20) of 89.5%, which is 21.0% higher than the position average.",4-star|contributor|ge_20|star_threshold|threshold|wr
WR,star_threshold,"[WR] Insight: WR recruits who were 2-star prospects saw an average multi-year starter rate (>=50) of 37.2%, which is 17.4% lower than the position average.",2-star|ge_50|multi-year_starter|star_threshold|threshold|wr
WR,star_threshold,"[WR] Insight: WR recruits who were 3-star prospects saw an average elite rate (>=80) of 0.9%, which is 47.5% lower than the position average.",3-star|elite|ge_80|star_threshold|threshold|wr
WR,star_threshold,"[WR] Insight: WR recruits who were 2-star prospects saw an average elite rate (>=80) of 0.3%, which is 85.3% lower than the position average.",2-star|elite|ge_80|star_threshold|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from LA saw an average elite rate (>=80) of 5.0%, which is 185.8% higher than the position average.",elite|ge_80|la|state|state_analysis|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from SC saw an average elite rate (>=80) of 3.8%, which is 114.4% higher than the position average.",elite|ge_80|sc|state|state_analysis|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from LA saw an average multi-year starter rate (>=50) of 52.5%, which is 16.6% higher than the position average.",ge_50|la|multi-year_starter|state|state_analysis|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from CA saw an average elite rate (>=80) of 1.5%, which is 15.6% lower than the position average.",ca|elite|ge_80|state|state_analysis|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from TN saw an average elite rate (>=80) of 1.5%, which is 15.9% lower than the position average.",elite|ge_80|state|state_analysis|threshold|tn|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from OH saw an average contributor rate (>=20) of 58.9%, which is 20.3% lower than the position average.",contributor|ge_20|oh|state|state_analysis|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from OH saw an average career success score of 28.60, which is 28.0% lower than the position average.",oh|state|state_analysis|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from IL saw an average elite rate (>=80) of 1.2%, which is 29.4% lower than the position average.",elite|ge_80|il|state|state_analysis|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from OH saw an average multi-year starter rate (>=50) of 27.4%, which is 39.2% lower than the position average.",ge_50|multi-year_starter|oh|state|state_analysis|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from AL saw an average elite rate (>=80) of 1.0%, which is 42.8% lower than the position average.",al|elite|ge_80|state|state_analysis|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from FL saw an average elite rate (>=80) of 0.7%, which is 59.3% lower than the position average.",elite|fl|ge_80|state|state_analysis|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from GA saw an average elite rate (>=80) of 0.4%, which is 76.8% lower than the position average.",elite|ga|ge_80|state|state_analysis|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from NC saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",elite|ge_80|nc|state|state_analysis|threshold|wr
WR,state_analysis,"[WR] Insight: WR recruits who were from OH saw an average elite rate (>=80) of 0.0%, which is 100.0% lower than the position average.",elite|ge_80|oh|state|state_analysis|threshold|wr
