rushing_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,rushing_yards,rushing_yards_per_game,comp,rushing_attempts,pct,rushing_touchdowns,int,rate,games_played,year,category
212,Ashton,Levi,Ashton Levi,/la/bogalusa/bogalusa-lumberjacks/athletes/ashton-levi/football/stats/?careerid=q8ah1kpuaj244,q8ah1kpuaj244,QB,Bogalusa,LA,2914,2914,291.4,167,279,0.599,31,9,119,10,2021,rushing
213,Carson,Clark,Carson Clark,/in/fort-wayne/fort-wayne-bishop-luers-knights/athletes/carson-clark/football/stats/?careerid=btuvf63iuek44,btuvf63iuek44,QB,Fort Wayne Bishop Luers,IN,2912,2912,242.7,191,284,0.673,37,8,129,12,2021,rushing
214,Easton,Swetnam,Easton Swetnam,/tx/frisco/heritage-coyotes/athletes/easton-swetnam/football/stats/?careerid=im3voq97jri44,im3voq97jri44,QB,Heritage,TX,2903,2903,290.3,222,331,0.671,21,11,102,10,2021,rushing
215,Owen,Brooker,Owen Brooker,/ga/tunnel-hill/northwest-whitfield-bruins/athletes/owen-brooker/football/stats/?careerid=o0ig05v2829rb,o0ig05v2829rb,QB,Northwest Whitfield,GA,2902,2902,241.8,224,362,0.619,25,7,102,12,2021,rushing
216,William,Paque,William Paque,/ok/oklahoma-city/heritage-hall-chargers/athletes/william-paque/football/stats/?careerid=sv5kcvtmkpl44,sv5kcvtmkpl44,"QB, WR",Heritage Hall,OK,2899,2899,223.0,161,228,0.706,34,4,145,13,2021,rushing
217,Caleb,Nix,Caleb Nix,/al/phenix-city/central-red-devils/athletes/caleb-nix/football/stats/?careerid=f79jn5ufhm5ee,f79jn5ufhm5ee,QB,Central,AL,2897,2897,206.9,179,313,0.572,38,12,112,14,2021,rushing
218,Chandler,Wilson,Chandler Wilson,/tn/strawberry-plains/carter-green-hornets/athletes/chandler-wilson/football/stats/?careerid=ti1vfqjnbnch1,ti1vfqjnbnch1,"QB, WR",Carter,TN,2894,2894,263.1,265,414,0.64,23,21,82,11,2021,rushing
219,Jordan,Mills,Jordan Mills,/ar/hot-springs/lakeside-rams/athletes/jordan-mills/football/stats/?careerid=e2f8db1gicfvf,e2f8db1gicfvf,"QB, OLB",Lakeside,AR,2892,2892,289.2,161,270,0.596,31,3,130,10,2021,rushing
220,Zane,Flores,Zane Flores,/ne/gretna/gretna-dragons/athletes/zane-flores/football/stats/?careerid=l20npddhlguh1,l20npddhlguh1,"QB, FS",Gretna,NE,2885,2885,221.9,232,331,0.701,26,7,114,13,2021,rushing
221,Cameron,Byrd,Cameron Byrd,/tx/el-paso/franklin-cougars/athletes/cameron-byrd/football/stats/?careerid=5hagiu2l97e66,5hagiu2l97e66,"QB, S",Franklin,TX,2884,2884,262.2,193,294,0.656,33,5,128,11,2021,rushing
222,Mason,Standerfer,Mason Standerfer,/tx/el-paso/chapin-huskies/athletes/mason-standerfer/football/stats/?careerid=25s4c063koorb,25s4c063koorb,QB,Chapin,TX,2884,2884,240.3,175,327,0.535,41,9,112,12,2021,rushing
223,Kevin,Henry-jennings,Kevin Henry-jennings,/tx/dallas/south-oak-cliff-bears/athletes/kevin-henry-jennings/football/stats/?careerid=is2dkouk76122,is2dkouk76122,QB,South Oak Cliff,TX,2884,2884,192.3,145,214,0.678,37,3,144,15,2021,rushing
224,Hamas,Duren,Hamas Duren,/nj/atco/winslow-township-eagles/athletes/hamas-duren/football/stats/?careerid=u47hin7ahvnqa,u47hin7ahvnqa,"QB, CB",Winslow Township,NJ,2883,2883,221.8,166,312,0.532,37,6,116,13,2021,rushing
225,Aiden,Cyr,Aiden Cyr,/il/hoffman-estates/hoffman-estates-hawks/athletes/aiden-cyr/football/stats/?careerid=ccat71or3i1h1,ccat71or3i1h1,QB,Hoffman Estates,IL,2882,2882,262.0,170,242,0.702,35,8,136,11,2021,rushing
226,Jess,Hoel,Jess Hoel,/tx/abernathy/abernathy-antelopes/athletes/jess-hoel/football/stats/?careerid=qk7vuqb8aukl5,qk7vuqb8aukl5,"QB, WR",Abernathy,TX,2882,2882,240.2,159,260,0.612,43,8,126,12,2021,rushing
227,Jaxon,Potter,Jaxon Potter,/ca/rancho-santa-margarita/santa-margarita-eagles/athletes/jaxon-potter/football/stats/?careerid=rqngqqs4u5l00,rqngqqs4u5l00,QB,Santa Margarita,CA,2869,2869,260.8,239,433,0.552,23,17,77,11,2021,rushing
228,Scott,Ballentine,Scott Ballentine,/in/merrillville/andrean-fighting-59ers/athletes/scott-ballentine/football/stats/?careerid=egic9uvpfe055,egic9uvpfe055,QB,Andrean,IN,2860,2860,190.7,222,325,0.683,27,8,113,15,2021,rushing
229,Aleksandr,Wojcik,Aleksandr Wojcik,/ca/imperial-beach/mar-vista-mariners/athletes/aleksandr-wojcik/football/stats/?careerid=b7jpe6orran00,b7jpe6orran00,QB,Mar Vista,CA,2860,2860,286.0,173,300,0.577,26,4,113,10,2021,rushing
230,Oshea,Wallace,Oshea Wallace,/ca/cathedral-city/cathedral-city-lions/athletes/oshea-wallace/football/stats/?careerid=c1bl5q23uq5ff,c1bl5q23uq5ff,"QB, FS",Cathedral City,CA,2858,2858,259.8,164,291,0.564,37,11,114,11,2021,rushing
231,Jackson,House,Jackson House,/ks/olathe/olathe-east-hawks/athletes/jackson-house/football/stats/?careerid=81r10niruat55,81r10niruat55,,St. James Academy,KS,2856,2856,219.7,208,353,0.589,25,6,101,13,2021,rushing
232,Ej,Lopez,Ej Lopez,/tx/andrews/andrews-mustangs/athletes/ej-lopez/football/stats/?careerid=peugr3672s0i2,peugr3672s0i2,"QB, FS",Andrews,TX,2853,2853,237.8,228,384,0.594,29,15,91,12,2021,rushing
233,Josh,Pell,Josh Pell,/tx/cedar-park/cedar-park-timberwolves/athletes/josh-pell/football/stats/?careerid=5lj6je5b10csc,5lj6je5b10csc,QB,Cedar Park,TX,2851,2851,219.3,212,387,0.548,29,17,85,13,2021,rushing
234,Kirk,Francis,Kirk Francis,/ok/tulsa/metro-christian-patriots/athletes/kirk-francis/football/stats/?careerid=sllv3c3gf4488,sllv3c3gf4488,"QB, CB",Metro Christian,OK,2850,2850,237.5,233,393,0.593,28,0,105,12,2021,rushing
235,Mason,McHugh,Mason McHugh,/fl/bradenton/img-academy-regional-ascenders/athletes/mason-mchugh/football/stats/?careerid=a982g5gsog300,a982g5gsog300,QB,IMG Academy White,FL,2849,2849,259.0,159,241,0.66,31,9,130,11,2021,rushing
236,Andrew,Hunter,Andrew Hunter,/al/huntsville/randolph-school-raiders/athletes/andrew-hunter/football/stats/?careerid=uqc4qact80naa,uqc4qact80naa,"QB, CB",Randolph School,AL,2846,2846,237.2,153,248,0.617,33,9,126,12,2021,rushing
237,Shea,Kuykendall,Shea Kuykendall,/ca/long-beach/long-beach-poly-jackrabbits/athletes/shea-kuykendall/football/stats/?careerid=d9bbl7fcf5ih1,d9bbl7fcf5ih1,QB,Long Beach Poly,CA,2840,2840,189.3,185,266,0.695,32,5,136,15,2021,rushing
238,Brooks,Pangle,Brooks Pangle,/ga/evans/greenbrier-wolfpack/athletes/brooks-pangle/football/stats/?careerid=1vrb0ves038rb,1vrb0ves038rb,QB,Greenbrier,GA,2834,2834,283.4,190,314,0.605,21,1,111,10,2021,rushing
239,Ty,Pennington,Ty Pennington,/ok/sand-springs/sand-springs-sandites/athletes/ty-pennington/football/stats/?careerid=8lpi096b65q33,8lpi096b65q33,QB,Sand Springs,OK,2831,2831,235.9,192,302,0.636,27,3,120,12,2021,rushing
240,Brady,Shannon,Brady Shannon,/oh/youngstown/ursuline-fighting-irish/athletes/brady-shannon/football/stats/?careerid=2imv2tdskj511,2imv2tdskj511,QB,Ursuline,OH,2829,2829,188.6,194,315,0.616,29,12,106,15,2021,rushing
241,Matthew,Allen,Matthew Allen,/tx/desoto/desoto-eagles/athletes/matthew-allen/football/stats/?careerid=5sp7kpd4qucee,5sp7kpd4qucee,QB,DeSoto,TX,2828,2828,202.0,207,339,0.611,43,9,116,14,2021,rushing
242,Luke,Buchanan,Luke Buchanan,/ar/springdale/har-ber-wildcats/athletes/luke-buchanan/football/stats/?careerid=eblnpfuh3ls22,eblnpfuh3ls22,QB,Har-Ber,AR,2827,2827,257.0,199,333,0.598,19,10,94,11,2021,rushing
243,Carson,Roper,Carson Roper,/tx/houston/klein-cain-hurricanes/athletes/carson-roper/football/stats/?careerid=564hsu41tgoue,564hsu41tgoue,QB,Klein Cain,TX,2825,2825,235.4,153,237,0.646,27,7,131,12,2021,rushing
244,Garrett,Peacock,Garrett Peacock,/tx/whitney/whitney-wildcats/athletes/garrett-peacock/football/stats/?careerid=6r0att5oraip9,6r0att5oraip9,QB,Whitney,TX,2824,2824,235.3,207,355,0.583,26,6,101,12,2021,rushing
245,Maximus,Fonoti-maikui,Maximus Fonoti-maikui,/ut/layton/northridge-knights/athletes/maximus-fonoti-maikui/football/stats/?careerid=2l3q94jaleiaa,2l3q94jaleiaa,"OLB, QB",Northridge,UT,2824,2824,282.4,161,258,0.624,27,10,118,10,2021,rushing
246,Kam,Allen,Kam Allen,/oh/bellefontaine/benjamin-logan-raiders/athletes/kam-allen/football/stats/?careerid=j3s4slh1hqll5,j3s4slh1hqll5,QB,Benjamin Logan,OH,2822,2822,282.2,209,333,0.628,21,13,94,10,2021,rushing
247,Camden,Williams,Camden Williams,/tx/addison/trinity-christian-trojans/athletes/camden-williams/football/stats/?careerid=gejemc756dlcc,gejemc756dlcc,QB,Trinity Christian,TX,2820,2820,256.4,164,247,0.664,31,8,131,11,2021,rushing
248,Mike,Hawkins,Mike Hawkins,/tx/allen/allen-eagles/athletes/mike-hawkins/football/stats/?careerid=kg04nk11sfdqa,kg04nk11sfdqa,QB,Allen,TX,2816,2816,201.1,162,250,0.648,21,5,123,14,2021,rushing
249,Conner,Harrell,Conner Harrell,/al/alabaster/thompson-warriors/athletes/conner-harrell/football/stats/?careerid=tuk8nfvc70v88,tuk8nfvc70v88,QB,Thompson,AL,2804,2804,215.7,152,220,0.691,41,3,146,13,2021,rushing
250,Bennett,Judy,Bennett Judy,/sc/simpsonville/hillcrest-rams/athletes/bennett-judy/football/stats/?careerid=5isihekvu7m88,5isihekvu7m88,QB,Hillcrest,SC,2801,2801,254.6,198,303,0.653,31,5,122,11,2021,rushing
251,Devin,Kargman,Devin Kargman,/nj/camden/eastside-tigers/athletes/devin-kargman/football/stats/?careerid=oj8rqpr4larue,oj8rqpr4larue,QB,Eastside,NJ,2800,2800,233.3,190,318,0.597,24,3,110,12,2021,rushing
252,Connor,Clark,Connor Clark,/nc/raleigh/cardinal-gibbons-crusaders/athletes/connor-clark/football/stats/?careerid=3eeuf4jil4jl5,3eeuf4jil4jl5,QB,Cardinal Gibbons,NC,2795,2795,174.7,174,274,0.635,30,8,122,16,2021,rushing
253,Carston,Poole,Carston Poole,/ar/prescott/prescott-curley-wolves/athletes/carston-poole/football/stats/?careerid=h69c7h9788oh1,h69c7h9788oh1,"QB, SS",Prescott,AR,2793,2793,199.5,140,205,0.683,32,12,126,14,2021,rushing
254,Geimere,Latimer,Geimere Latimer,/ga/tyrone/sandy-creek-patriots/athletes/geimere-latimer/football/stats/?careerid=b56rqqq25gaaa,b56rqqq25gaaa,WR,Sandy Creek,GA,2792,2792,253.8,169,283,0.597,30,10,114,11,2021,rushing
255,Brad,Jackson,Brad Jackson,/tx/houston/cypress-creek-cougars/athletes/brad-jackson/football/stats/?careerid=mp8tlr2hkerbb,mp8tlr2hkerbb,QB,Cypress Creek,TX,2791,2791,279.1,251,412,0.609,29,7,97,10,2021,rushing
256,Logan,Rodriguez,Logan Rodriguez,/wa/sunnyside/sunnyside-grizzlies/athletes/logan-rodriguez/football/stats/?careerid=aif6nq1hddn33,aif6nq1hddn33,QB,Sunnyside,WA,2790,2790,279.0,234,373,0.627,23,3,103,10,2021,rushing
257,Aidan,MacLean,Aidan MacLean,/fl/clearwater/clearwater-tornadoes/athletes/aidan-maclean/football/stats/?careerid=biml3hagpsqn7,biml3hagpsqn7,,Clearwater,FL,2785,2785,214.2,165,246,0.671,42,9,129,13,2021,rushing
258,Sammy,Roberts,Sammy Roberts,/wv/shenandoah-junction/jefferson-cougars/athletes/sammy-roberts/football/stats/?careerid=2tutphcqgbvi2,2tutphcqgbvi2,,Jefferson,WV,2783,2783,231.9,180,300,0.6,34,7,119,12,2021,rushing
259,Jackson,Rainey,Jackson Rainey,/tx/van/van-vandals/athletes/jackson-rainey/football/stats/?careerid=m9epo9l0fnv77,m9epo9l0fnv77,,Van,TX,2782,2782,214.0,181,292,0.62,41,4,127,13,2021,rushing
260,Reyn,Beal,Reyn Beal,/ca/yorba-linda/yorba-linda-mustangs/athletes/reyn-beal/football/stats/?careerid=5jmfv071num88,5jmfv071num88,QB,Yorba Linda,CA,2779,2779,252.6,175,261,0.67,28,6,129,11,2021,rushing
261,Kellan,Stahl,Kellan Stahl,/pa/johnstown/richland-rams/athletes/kellan-stahl/football/stats/?careerid=ic7jc4plv3pqa,ic7jc4plv3pqa,"QB, FS",Richland,PA,2777,2777,213.6,165,282,0.585,35,5,124,13,2021,rushing
262,David,Sorg,David Sorg,/ar/fort-smith/southside-mavericks/athletes/david-sorg/football/stats/?careerid=fo3hutetelgk4,fo3hutetelgk4,QB,Southside,AR,2774,2774,252.2,259,438,0.591,26,11,87,11,2021,rushing
263,Isaiah,Diaz,Isaiah Diaz,/ca/los-angeles/franklin-panthers/athletes/isaiah-diaz/football/stats/?careerid=aju1h87qhlej3,aju1h87qhlej3,QB,Franklin,CA,2771,2771,251.9,219,349,0.628,40,11,113,11,2021,rushing
264,Kade,Smith,Kade Smith,/ar/searcy/harding-academy-wildcats/athletes/kade-smith/football/stats/?careerid=bt6j9kk1el8ff,bt6j9kk1el8ff,"QB, MLB",Harding Academy,AR,2771,2771,184.7,207,297,0.697,27,5,122,15,2021,rushing
265,Carson,Black,Carson Black,/sc/fort-mill/nation-ford-falcons/athletes/carson-black/football/stats/?careerid=6dp433519qhj3,6dp433519qhj3,QB,Nation Ford,SC,2771,2771,277.1,187,324,0.577,27,14,96,10,2021,rushing
266,Julian,Sayin,Julian Sayin,/ca/carlsbad/carlsbad-lancers/athletes/julian-sayin/football/stats/?careerid=ror83ce6bff88,ror83ce6bff88,,Carlsbad,CA,2769,2769,230.8,181,253,0.715,34,5,139,12,2021,rushing
267,Clash,Orsborn,Clash Orsborn,/ca/san-diego/mission-bay-buccaneers/athletes/clash-orsborn/football/stats/?careerid=iga48ple3i1j3,iga48ple3i1j3,QB,Mission Bay,CA,2768,2768,230.7,204,297,0.687,43,5,131,12,2021,rushing
268,Brayden,Dorman,Brayden Dorman,/co/colorado-springs/vista-ridge-wolves/athletes/brayden-dorman/football/stats/?careerid=62l8hbpdirmee,62l8hbpdirmee,QB,Vista Ridge,CO,2765,2765,251.4,206,340,0.606,30,8,106,11,2021,rushing
269,Braden,Waterman,Braden Waterman,/ca/bakersfield/bakersfield-christian-eagles/athletes/braden-waterman/football/stats/?careerid=oh1fv3cm3ua99,oh1fv3cm3ua99,"QB, FS",Bakersfield Christian,CA,2764,2764,197.4,175,288,0.608,33,5,124,14,2021,rushing
270,Daniel,Mcnair,Daniel Mcnair,/tx/anna/anna-coyotes/athletes/daniel-mcnair/football/stats/?careerid=3uh0jv22baltd,3uh0jv22baltd,QB,Anna,TX,2762,2762,276.2,220,371,0.593,24,10,93,10,2021,rushing
271,Logan,Hubler,Logan Hubler,/az/queen-creek/ala-queen-creek-patriots/athletes/logan-hubler/football/stats/?careerid=2hj6bfsqfm5m6,2hj6bfsqfm5m6,QB,ALA - Queen Creek,AZ,2762,2762,251.1,187,263,0.711,36,8,132,11,2021,rushing
272,Adryan,Lara,Adryan Lara,/az/goodyear/desert-edge-scorpions/athletes/adryan-lara/football/stats/?careerid=bnotpug34pek4,bnotpug34pek4,QB,Desert Edge,AZ,2758,2758,212.2,229,366,0.626,33,13,101,13,2021,rushing
273,Ryan,Feinberg,Ryan Feinberg,/ca/woodland-hills/el-camino-real-royals/athletes/ryan-feinberg/football/stats/?careerid=u9630dnq0j1j3,u9630dnq0j1j3,"QB, SS",El Camino Real,CA,2756,2756,212.0,199,281,0.708,34,12,124,13,2021,rushing
274,Gavin,Rutherford,Gavin Rutherford,/tx/katy/cinco-ranch-cougars/athletes/gavin-rutherford/football/stats/?careerid=ol87ck1ov9ek4,ol87ck1ov9ek4,QB,Cinco Ranch,TX,2752,2752,211.7,186,293,0.635,29,5,120,13,2021,rushing
275,Max,Brown,Max Brown,/ok/tulsa/lincoln-christian-bulldogs/athletes/max-brown/football/stats/?careerid=7smlhpdk1b1td,7smlhpdk1b1td,QB,Lincoln Christian,OK,2750,2750,196.4,167,235,0.711,41,4,143,14,2021,rushing
276,Matt,Welsey,Matt Welsey,/nj/medford/shawnee-renegades/athletes/matt-welsey/football/stats/?careerid=9s7g4fnk3f2aa,9s7g4fnk3f2aa,"QB, FS",Shawnee,NJ,2750,2750,229.2,165,260,0.635,23,5,121,12,2021,rushing
277,Nate,Robbins,Nate Robbins,/nj/millville/millville-thunderbolts/athletes/nate-robbins/football/stats/?careerid=4sv1sg2v0el99,4sv1sg2v0el99,"QB, P",Millville,NJ,2750,2750,229.2,154,220,0.7,32,10,133,12,2021,rushing
278,Mark,Wilson,Mark Wilson,/oh/macedonia/nordonia-knights/athletes/mark-wilson/football/stats/?careerid=mo0tq7444qj55,mo0tq7444qj55,QB,Nordonia,OH,2743,2743,211.0,237,379,0.625,26,8,98,13,2021,rushing
279,Sam,Dragovich,Sam Dragovich,/va/roanoke/hidden-valley-titans/athletes/sam-dragovich/football/stats/?careerid=0lm45t5kh4u55,0lm45t5kh4u55,"QB, OLB",Hidden Valley,VA,2743,2743,249.4,204,354,0.576,23,17,84,11,2021,rushing
280,Elijah,Warner,Elijah Warner,/az/phoenix/brophy-college-prep-broncos/athletes/elijah-warner/football/stats/?careerid=ucfkao9vl5lm6,ucfkao9vl5lm6,QB,Brophy College Prep,AZ,2742,2742,228.5,288,446,0.646,26,8,93,12,2021,rushing
281,Nash,Rankin,Nash Rankin,/tx/houston/stratford-spartans/athletes/nash-rankin/football/stats/?careerid=c6dj5vfv45go8,c6dj5vfv45go8,QB,Stratford,TX,2742,2742,228.5,176,277,0.635,26,10,113,12,2021,rushing
282,Rudy,Gonzales,Rudy Gonzales,/az/glendale/deer-valley-skyhawks/athletes/rudy-gonzales/football/stats/?careerid=66tqcce5dr677,66tqcce5dr677,"QB, DB",Deer Valley,AZ,2739,2739,249.0,198,304,0.651,28,11,110,11,2021,rushing
283,Jackson,Johnson,Jackson Johnson,/oh/salem/salem-quakers/athletes/jackson-johnson/football/stats/?careerid=b7r7qj01scd11,b7r7qj01scd11,QB,Salem,OH,2733,2733,227.8,202,306,0.66,33,5,123,12,2021,rushing
284,Cruz,Kirwan,Cruz Kirwan,/tx/san-antonio/johnson-jaguars/athletes/cruz-kirwan/football/stats/?careerid=3b5bfvt1u1jue,3b5bfvt1u1jue,QB,Johnson,TX,2733,2733,248.5,188,308,0.61,27,9,107,11,2021,rushing
285,Caden,Veltkamp,Caden Veltkamp,/ky/bowling-green/south-warren-spartans/athletes/caden-veltkamp/football/stats/?careerid=a9qjlkp78v788,a9qjlkp78v788,QB,South Warren,KY,2733,2733,182.2,175,260,0.673,31,6,132,15,2021,rushing
286,Ty,Holtz,Ty Holtz,/mi/dewitt/dewitt-panthers/athletes/ty-holtz/football/stats/?careerid=r40cindge8po8,r40cindge8po8,"QB, FS",DeWitt,MI,2732,2732,210.2,142,227,0.626,39,3,138,13,2021,rushing
287,Ben,Gocella,Ben Gocella,/ny/orchard-park/orchard-park-quakers/athletes/ben-gocella/football/stats/?careerid=bjhm8qmd8d155,bjhm8qmd8d155,QB,Orchard Park,NY,2731,2731,273.1,176,299,0.589,31,10,110,10,2021,rushing
288,Jerry,Rossett,Jerry Rossett,/tx/cuero/cuero-gobblers/athletes/jerry-rossett/football/stats/?careerid=23d1joua3rhm6,23d1joua3rhm6,QB,Cuero,TX,2730,2730,182.0,169,275,0.615,27,8,115,15,2021,rushing
289,Marcos,Davila,Marcos Davila,/tx/midland/midland-legacy-rebels/athletes/marcos-davila/football/stats/?careerid=vc1lb17e2i499,vc1lb17e2i499,QB,Midland Legacy,TX,2718,2718,226.5,168,254,0.661,27,7,126,12,2021,rushing
290,Caleb,Sherfey,Caleb Sherfey,/wa/pasco/tri-cities-prep-jaguars/athletes/caleb-sherfey/football/stats/?careerid=juo4gjr77vmi2,juo4gjr77vmi2,"QB, DB",Tri-Cities Prep,WA,2718,2718,302.0,166,276,0.601,33,23,98,9,2021,rushing
291,Ky,Mcclure,Ky Mcclure,/id/middleton/middleton-vikings/athletes/ky-mcclure/football/stats/?careerid=gf19qmjv7np00,gf19qmjv7np00,,Middleton,ID,2715,2715,301.7,219,319,0.687,25,7,112,9,2021,rushing
292,Anthony,Luna,Anthony Luna,/ca/anaheim/western-pioneers/athletes/anthony-luna/football/stats/?careerid=6h3j394r69sn7,6h3j394r69sn7,QB,Western,CA,2713,2713,246.6,183,316,0.579,34,15,102,11,2021,rushing
293,Tyler,Green,Tyler Green,/nc/concord/cannon-cougars/athletes/tyler-green/football/stats/?careerid=sb5b5bg75ksn7,sb5b5bg75ksn7,QB,Cannon [Cannon/Concord Academy],NC,2713,2713,226.1,181,297,0.609,33,7,118,12,2021,rushing
294,Josh,Gerardo,Josh Gerardo,/nm/albuquerque/volcano-vista-hawks/athletes/josh-gerardo/football/stats/?careerid=cq97bnocbhmm6,cq97bnocbhmm6,"QB, WR",Volcano Vista,NM,2713,2713,246.6,165,262,0.63,26,11,113,11,2021,rushing
295,Michael,Ingrassia,Michael Ingrassia,/ca/kentfield/marin-catholic-wildcats/athletes/michael-ingrassia/football/stats/?careerid=2gn2nnk4tq0i2,2gn2nnk4tq0i2,QB,Marin Catholic,CA,2713,2713,193.8,164,255,0.643,34,2,136,14,2021,rushing
296,Zach,Harris,Zach Harris,/ga/milton/cambridge-bears/athletes/zach-harris/football/stats/?careerid=nj06lumng2ik4,nj06lumng2ik4,QB,Cambridge,GA,2708,2708,246.2,154,260,0.592,26,10,112,11,2021,rushing
297,Joseph,Cummings,Joseph Cummings,/tn/thompsons-station/independence-eagles/athletes/joseph-cummings/football/stats/?careerid=rhh9cle733ttd,rhh9cle733ttd,"QB, FS",Independence,TN,2707,2707,246.1,165,305,0.541,26,12,96,11,2021,rushing
298,Carson,Cruver,Carson Cruver,/tx/austin/westlake-chaparrals/athletes/carson-cruver/football/stats/?careerid=fgunsc67cfnh1,fgunsc67cfnh1,,St. Michael's,TX,2703,2703,225.2,180,280,0.643,35,6,127,12,2021,rushing
299,Luke,Johannsen,Luke Johannsen,/ne/bellevue/bellevue-west-thunderbirds/athletes/luke-johannsen/football/stats/?careerid=81v11mhs64n66,81v11mhs64n66,QB,Bellevue West,NE,2700,2700,225.0,173,253,0.684,29,4,135,12,2021,rushing
300,Micah,Alejado,Micah Alejado,/nv/las-vegas/bishop-gorman-gaels/athletes/micah-alejado/football/stats/?careerid=uqfia8c98ggrb,uqfia8c98ggrb,QB,Bishop Gorman,NV,2699,2699,207.6,129,178,0.725,31,2,149,13,2021,rushing
301,Johnnie,W holland,Johnnie W holland,/nc/newton-grove/midway-raiders/athletes/johnnie-w-holland/football/stats/?careerid=fn16tjmr287qa,fn16tjmr287qa,QB,Midway,NC,2697,2697,245.2,165,247,0.668,38,3,138,11,2021,rushing
302,Jalen,Melson,Jalen Melson,/nc/elizabeth-city/northeastern-eagles/athletes/jalen-melson/football/stats/?careerid=bh6s0ner0coff,bh6s0ner0coff,QB,Northeastern,NC,2697,2697,207.5,130,189,0.688,33,7,136,13,2021,rushing
303,Aidan,Armenta,Aidan Armenta,/nm/albuquerque/la-cueva-bears/athletes/aidan-armenta/football/stats/?careerid=5tmu9tasl6j44,5tmu9tasl6j44,QB,La Cueva,NM,2696,2696,224.7,148,255,0.58,28,6,121,12,2021,rushing
304,Cameron,Marchi,Cameron Marchi,/mo/jackson/jackson-fighting-indians/athletes/cameron-marchi/football/stats/?careerid=4m5r29pq75frb,4m5r29pq75frb,QB,Jackson,MO,2693,2693,207.2,168,243,0.691,40,4,139,13,2021,rushing
305,Nicco,Marchiol,Nicco Marchiol,/az/chandler/hamilton-huskies/athletes/nicco-marchiol/football/stats/?careerid=gpnn24a507uvf,gpnn24a507uvf,QB,Hamilton,AZ,2690,2690,224.2,203,273,0.744,37,2,142,12,2021,rushing
306,Eric,Nelson,Eric Nelson,/ca/los-alamitos/los-alamitos-griffins/athletes/eric-nelson/football/stats/?careerid=kbk3g0svidll5,kbk3g0svidll5,QB,Los Alamitos,CA,2690,2690,244.5,170,275,0.618,39,8,122,11,2021,rushing
307,Jakob,Hollingshaus,Jakob Hollingshaus,/ca/folsom/vista-del-lago-eagles/athletes/jakob-hollingshaus/football/stats/?careerid=8kmd72ed98dff,8kmd72ed98dff,QB,Vista del Lago,CA,2689,2689,224.1,198,331,0.598,31,12,102,12,2021,rushing
308,Anthony,Garcia,Anthony Garcia,/ca/sacramento/destiny-christian-academy-lions/athletes/anthony-garcia/football/stats/?careerid=19cbaamqk85rb,19cbaamqk85rb,"QB, K",Destiny Christian Academy,CA,2689,2689,268.9,146,250,0.584,34,4,128,10,2021,rushing
309,Jax,Watts,Jax Watts,/tx/roscoe/roscoe-plowboys/athletes/jax-watts/football/stats/?careerid=3od0vb2ahih11,3od0vb2ahih11,"QB, FS",Roscoe,TX,2681,2681,243.7,184,266,0.692,25,13,113,11,2021,rushing
310,Cru,Newman,Cru Newman,/or/portland/central-catholic-rams/athletes/cru-newman/football/stats/?careerid=l7t444beuvqg0,l7t444beuvqg0,QB,Central Catholic,OR,2680,2680,191.4,143,206,0.694,37,4,144,14,2021,rushing
311,Rj,Johnson,Rj Johnson,/ga/atlanta/westlake-lions/athletes/rj-johnson/football/stats/?careerid=redlfgm0rc3qa,redlfgm0rc3qa,QB,Westlake,GA,2673,2673,205.6,182,278,0.655,25,4,121,13,2021,rushing
312,Tobey,Schmidt,Tobey Schmidt,/ca/tustin/tustin-tillers/athletes/tobey-schmidt/football/stats/?careerid=o01gojssjj9bb,o01gojssjj9bb,QB,Tustin,CA,2673,2673,267.3,153,231,0.662,30,8,131,10,2021,rushing
313,Marcus,Stokes,Marcus Stokes,/fl/ponte-vedra/nease-panthers/athletes/marcus-stokes/football/stats/?careerid=pntmna2iul422,pntmna2iul422,QB,Nease,FL,2672,2672,205.5,196,333,0.589,22,9,95,13,2021,rushing
314,Mason,Wunderlich,Mason Wunderlich,/in/evansville/evansville-mater-dei-wildcats/athletes/mason-wunderlich/football/stats/?careerid=7s1im1rn42lue,7s1im1rn42lue,"QB, DB",Evansville Mater Dei,IN,2671,2671,178.1,188,350,0.537,27,11,91,15,2021,rushing
315,Angel,Flores,Angel Flores,/az/casa-grande/casa-grande-cougars/athletes/angel-flores/football/stats/?careerid=bgu3ruhsonlg0,bgu3ruhsonlg0,QB,Casa Grande,AZ,2671,2671,205.5,149,195,0.764,26,4,149,13,2021,rushing
316,Ricky,Reyna,Ricky Reyna,/tx/mission/mission-veterans-memorial-patriots/athletes/ricky-reyna/football/stats/?careerid=dk8pedvuruhvf,dk8pedvuruhvf,QB,Mission Veterans Memorial,TX,2670,2670,222.5,191,385,0.496,27,18,76,12,2021,rushing
317,Davin,Patterson,Davin Patterson,/sc/irmo/dutch-fork-silver-foxes/athletes/davin-patterson/football/stats/?careerid=2fm0qgrdhulvf,2fm0qgrdhulvf,QB,Dutch Fork,SC,2667,2667,205.2,151,213,0.709,29,6,141,13,2021,rushing
